Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,AJ Smith-Shawver (43256417),AJ Smith-Shawver,43256417,P,9000,ATL@CWS 06/10/2026 07:40PM ET,ATL,0
SP,Hurston Waldrep (43256418),Hurston Waldrep,43256418,P,9000,ATL@CWS 06/10/2026 07:40PM ET,ATL,0
SP,Nathan Eovaldi (43256419),Nathan Eovaldi,43256419,P,8800,TEX@KC 06/10/2026 07:40PM ET,TEX,16.78
SP,Cole Ragans (43256420),Cole Ragans,43256420,P,8600,TEX@KC 06/10/2026 07:40PM ET,KC,13.19
SP,Brandon Woodruff (43256423),Brandon Woodruff,43256423,P,8500,MIL@ATH 06/10/2026 09:05PM ET,MIL,13.72
SP,Logan Henderson (43256424),Logan Henderson,43256424,P,8500,MIL@ATH 06/10/2026 09:05PM ET,MIL,18.27
SP,Jesus Luzardo (43256068),Jesus Luzardo,43256068,P,8500,PHI@TOR 06/10/2026 07:07PM ET,PHI,15.62
SP,Kevin Gausman (43256421),Kevin Gausman,43256421,P,8500,PHI@TOR 06/10/2026 07:07PM ET,TOR,16.76
SP,Trey Yesavage (43256422),Trey Yesavage,43256422,P,8500,PHI@TOR 06/10/2026 07:07PM ET,TOR,16.42
SP,Kodai Senga (43256425),Kodai Senga,43256425,P,8300,STL@NYM 06/10/2026 07:10PM ET,NYM,5.4
SP,Tylor Megill (43256426),Tylor Megill,43256426,P,8300,STL@NYM 06/10/2026 07:10PM ET,NYM,0
SP,Peter Lambert (43256069),Peter Lambert,43256069,P,8200,HOU@LAA 06/10/2026 09:38PM ET,HOU,16.36
SP,Ronel Blanco (43256427),Ronel Blanco,43256427,P,8200,HOU@LAA 06/10/2026 09:38PM ET,HOU,0
SP,Brandon Walter (43256428),Brandon Walter,43256428,P,8200,HOU@LAA 06/10/2026 09:38PM ET,HOU,0
SP,Kris Bubic (43256429),Kris Bubic,43256429,P,8100,TEX@KC 06/10/2026 07:40PM ET,KC,15.94
SP,Bryce Elder (43256430),Bryce Elder,43256430,P,8000,ATL@CWS 06/10/2026 07:40PM ET,ATL,17.71
RP,Reynaldo Lopez (43256431),Reynaldo Lopez,43256431,P,8000,ATL@CWS 06/10/2026 07:40PM ET,ATL,6.48
SP,Shota Imanaga (43256070),Shota Imanaga,43256070,P,8000,CHC@COL 06/10/2026 08:40PM ET,CHC,15.54
RP,Ben Brown (43256432),Ben Brown,43256432,P,8000,CHC@COL 06/10/2026 08:40PM ET,CHC,11.06
SP,Justin Steele (43256433),Justin Steele,43256433,P,8000,CHC@COL 06/10/2026 08:40PM ET,CHC,0
SP,Edward Cabrera (43256434),Edward Cabrera,43256434,P,8000,CHC@COL 06/10/2026 08:40PM ET,CHC,12.18
SP,Matthew Boyd (43256435),Matthew Boyd,43256435,P,8000,CHC@COL 06/10/2026 08:40PM ET,CHC,14.68
SP,Gage Jump (43256436),Gage Jump,43256436,P,7800,MIL@ATH 06/10/2026 09:05PM ET,ATH,17.35
RP,J.T. Ginn (43256437),J.T. Ginn,43256437,P,7800,MIL@ATH 06/10/2026 09:05PM ET,ATH,13.83
SP,MacKenzie Gore (43256071),MacKenzie Gore,43256071,P,7800,TEX@KC 06/10/2026 07:40PM ET,TEX,14.64
SP,Jack Leiter (43256438),Jack Leiter,43256438,P,7800,TEX@KC 06/10/2026 07:40PM ET,TEX,14.60
RP,Jacob Latz (43256439),Jacob Latz,43256439,P,7800,TEX@KC 06/10/2026 07:40PM ET,TEX,4.54
RP,Seth Lugo (43256072),Seth Lugo,43256072,P,7600,TEX@KC 06/10/2026 07:40PM ET,KC,13.74
SP,Noah Cameron (43256440),Noah Cameron,43256440,P,7600,TEX@KC 06/10/2026 07:40PM ET,KC,15.25
SP,Michael Wacha (43256441),Michael Wacha,43256441,P,7600,TEX@KC 06/10/2026 07:40PM ET,KC,16.40
RP,Stephen Kolek (43256442),Stephen Kolek,43256442,P,7600,TEX@KC 06/10/2026 07:40PM ET,KC,16.51
SP,Chad Patrick (43256451),Chad Patrick,43256451,P,7500,MIL@ATH 06/10/2026 09:05PM ET,MIL,8.78
RP,Aaron Nola (43256443),Aaron Nola,43256443,P,7500,PHI@TOR 06/10/2026 07:07PM ET,PHI,11.76
SP,Cody Ponce (43256444),Cody Ponce,43256444,P,7500,PHI@TOR 06/10/2026 07:07PM ET,TOR,8.05
SP,Jose Berrios (43256449),Jose Berrios,43256449,P,7500,PHI@TOR 06/10/2026 07:07PM ET,TOR,0
SP,Shane Bieber (43256450),Shane Bieber,43256450,P,7500,PHI@TOR 06/10/2026 07:07PM ET,TOR,0
SP,Noah Schultz (43256452),Noah Schultz,43256452,P,7500,ATL@CWS 06/10/2026 07:40PM ET,CWS,9.68
SP,Sean Burke (43256453),Sean Burke,43256453,P,7500,ATL@CWS 06/10/2026 07:40PM ET,CWS,14.66
SP,Reid Detmers (43256073),Reid Detmers,43256073,P,7500,HOU@LAA 06/10/2026 09:38PM ET,LAA,17.32
SP,Yusei Kikuchi (43256445),Yusei Kikuchi,43256445,P,7500,HOU@LAA 06/10/2026 09:38PM ET,LAA,9.39
RP,Walbert Urena (43256446),Walbert Urena,43256446,P,7500,HOU@LAA 06/10/2026 09:38PM ET,LAA,14.48
RP,Mitch Farris (43256447),Mitch Farris,43256447,P,7500,HOU@LAA 06/10/2026 09:38PM ET,LAA,6.17
SP,Grayson Rodriguez (43256448),Grayson Rodriguez,43256448,P,7500,HOU@LAA 06/10/2026 09:38PM ET,LAA,7.86
SP,Christian Scott (43256074),Christian Scott,43256074,P,7300,STL@NYM 06/10/2026 07:10PM ET,NYM,14.98
SP,Zach Thornton (43256454),Zach Thornton,43256454,P,7300,STL@NYM 06/10/2026 07:10PM ET,NYM,4.15
SP,David Peterson (43256455),David Peterson,43256455,P,7300,STL@NYM 06/10/2026 07:10PM ET,NYM,10.05
RP,Martin Perez (43256456),Martin Perez,43256456,P,7000,ATL@CWS 06/10/2026 07:40PM ET,ATL,12.48
SP,JR Ritchie (43256457),JR Ritchie,43256457,P,7000,ATL@CWS 06/10/2026 07:40PM ET,ATL,10.23
RP,Grant Holmes (43256458),Grant Holmes,43256458,P,7000,ATL@CWS 06/10/2026 07:40PM ET,ATL,13.03
SP,Jameson Taillon (43256459),Jameson Taillon,43256459,P,7000,CHC@COL 06/10/2026 08:40PM ET,CHC,11.25
SP,Cade Horton (43256460),Cade Horton,43256460,P,7000,CHC@COL 06/10/2026 08:40PM ET,CHC,10.45
SP,Luis Medina (43256461),Luis Medina,43256461,P,6800,MIL@ATH 06/10/2026 09:05PM ET,ATH,3.97
SP,Luis Severino (43256462),Luis Severino,43256462,P,6800,MIL@ATH 06/10/2026 09:05PM ET,ATH,13.72
SP,Gunnar Hoglund (43256463),Gunnar Hoglund,43256463,P,6800,MIL@ATH 06/10/2026 09:05PM ET,ATH,0
RP,Jeffrey Springs (43256464),Jeffrey Springs,43256464,P,6800,MIL@ATH 06/10/2026 09:05PM ET,ATH,12.10
RP,Aaron Civale (43256465),Aaron Civale,43256465,P,6800,MIL@ATH 06/10/2026 09:05PM ET,ATH,11.04
RP,Andre Pallante (43256075),Andre Pallante,43256075,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,13.20
RP,Matthew Liberatore (43256466),Matthew Liberatore,43256466,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,12.10
SP,Dustin May (43256467),Dustin May,43256467,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,14.3
SP,Tekoah Roby (43256468),Tekoah Roby,43256468,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,0
RP,Kyle Leahy (43256469),Kyle Leahy,43256469,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,10.88
SP,Brycen Mautz (43256470),Brycen Mautz,43256470,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,3.15
RP,Gordon Graceffo (43256471),Gordon Graceffo,43256471,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,3.34
SP,Hunter Dobbins (43256472),Hunter Dobbins,43256472,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,14.35
SP,Michael McGreevy (43256473),Michael McGreevy,43256473,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,13.69
SP,Richard Fitts (43256474),Richard Fitts,43256474,P,6800,STL@NYM 06/10/2026 07:10PM ET,STL,0
SP,Quinn Priester (43256484),Quinn Priester,43256484,P,6500,MIL@ATH 06/10/2026 09:05PM ET,MIL,0
SP,Max Scherzer (43256076),Max Scherzer,43256076,P,6500,PHI@TOR 06/10/2026 07:07PM ET,TOR,1.48
SP,Alex McFarlane (43256476),Alex McFarlane,43256476,P,6500,PHI@TOR 06/10/2026 07:07PM ET,PHI,0
RP,Seth Johnson (43256477),Seth Johnson,43256477,P,6500,PHI@TOR 06/10/2026 07:07PM ET,PHI,1.62
RP,Jonathan Bowlan (43256478),Jonathan Bowlan,43256478,P,6500,PHI@TOR 06/10/2026 07:07PM ET,PHI,3.37
SP,Jackson Rutledge (43256479),Jackson Rutledge,43256479,P,6500,PHI@TOR 06/10/2026 07:07PM ET,PHI,-11.8
SP,Andrew Painter (43256480),Andrew Painter,43256480,P,6500,PHI@TOR 06/10/2026 07:07PM ET,PHI,7.68
SP,Ricky Tiedemann (43256481),Ricky Tiedemann,43256481,P,6500,PHI@TOR 06/10/2026 07:07PM ET,TOR,0
SP,Jake Bloss (43256482),Jake Bloss,43256482,P,6500,PHI@TOR 06/10/2026 07:07PM ET,TOR,0
SP,Patrick Corbin (43256483),Patrick Corbin,43256483,P,6500,PHI@TOR 06/10/2026 07:07PM ET,TOR,8.85
RP,Shane Smith (43256475),Shane Smith,43256475,P,6500,ATL@CWS 06/10/2026 07:40PM ET,CWS,2.52
RP,David Sandlin (43256485),David Sandlin,43256485,P,6500,ATL@CWS 06/10/2026 07:40PM ET,CWS,8.87
RP,Anthony Kay (43256486),Anthony Kay,43256486,P,6500,ATL@CWS 06/10/2026 07:40PM ET,CWS,10.05
OF,Yordan Alvarez (43256080),Yordan Alvarez,43256080,OF,6400,HOU@LAA 06/10/2026 09:38PM ET,HOU,10.38
OF,Kyle Schwarber (43256081),Kyle Schwarber,43256081,OF,6300,PHI@TOR 06/10/2026 07:07PM ET,PHI,9.53
SP,Tobias Myers (43256487),Tobias Myers,43256487,P,6300,STL@NYM 06/10/2026 07:10PM ET,NYM,3.77
SP,Sean Manaea (43256488),Sean Manaea,43256488,P,6300,STL@NYM 06/10/2026 07:10PM ET,NYM,7.37
SP,Jonah Tong (43256489),Jonah Tong,43256489,P,6300,STL@NYM 06/10/2026 07:10PM ET,NYM,7.83
2B,Brice Turang (43256082),Brice Turang,43256082,2B,6200,MIL@ATH 06/10/2026 09:05PM ET,MIL,10.19
RP,Kai-Wei Teng (43256490),Kai-Wei Teng,43256490,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,7.07
SP,Tatsuya Imai (43256491),Tatsuya Imai,43256491,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,11.26
SP,Miguel Ullola (43256492),Miguel Ullola,43256492,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,0
RP,Nate Pearson (43256493),Nate Pearson,43256493,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,2.93
RP,AJ Blubaugh (43256494),AJ Blubaugh,43256494,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,4.02
SP,Mike Burrows (43256495),Mike Burrows,43256495,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,10.17
RP,Hayden Wesneski (43256496),Hayden Wesneski,43256496,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,0
SP,Lance McCullers Jr. (43256497),Lance McCullers Jr.,43256497,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,10.74
SP,Cristian Javier (43256498),Cristian Javier,43256498,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,-3.8
SP,Colton Gordon (43256499),Colton Gordon,43256499,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,1
RP,Jason Alexander (43256500),Jason Alexander,43256500,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,4.31
RP,Ryan Weiss (43256501),Ryan Weiss,43256501,P,6200,HOU@LAA 06/10/2026 09:38PM ET,HOU,4.61
OF,Juan Soto (43256083),Juan Soto,43256083,OF,6100,STL@NYM 06/10/2026 07:10PM ET,NYM,9.26
OF,Jackson Chourio (43256084),Jackson Chourio,43256084,OF,6000,MIL@ATH 06/10/2026 09:05PM ET,MIL,10
1B,Nick Kurtz (43256086),Nick Kurtz,43256086,1B,5900,MIL@ATH 06/10/2026 09:05PM ET,ATH,10.46
SS,Bobby Witt Jr. (43256085),Bobby Witt Jr.,43256085,SS,5900,TEX@KC 06/10/2026 07:40PM ET,KC,9.25
RP,Jack Perkins (43256077),Jack Perkins,43256077,P,5800,MIL@ATH 06/10/2026 09:05PM ET,ATH,4.77
OF,Christian Yelich (43256087),Christian Yelich,43256087,OF,5800,MIL@ATH 06/10/2026 09:05PM ET,MIL,9.03
SP,Joey Estes (43256506),Joey Estes,43256506,P,5800,MIL@ATH 06/10/2026 09:05PM ET,ATH,0
SP,Luis Morales (43256507),Luis Morales,43256507,P,5800,MIL@ATH 06/10/2026 09:05PM ET,ATH,-4.33
RP,Jose Suarez (43256508),Jose Suarez,43256508,P,5800,MIL@ATH 06/10/2026 09:05PM ET,ATH,3.71
SP,Kade Morris (43256509),Kade Morris,43256509,P,5800,MIL@ATH 06/10/2026 09:05PM ET,ATH,-8.2
RP,Jacob Lopez (43256510),Jacob Lopez,43256510,P,5800,MIL@ATH 06/10/2026 09:05PM ET,ATH,6.18
OF,Ronald Acuna Jr. (43256088),Ronald Acuna Jr.,43256088,OF,5800,ATL@CWS 06/10/2026 07:40PM ET,ATL,9.06
SP,Jordan Montgomery (43256502),Jordan Montgomery,43256502,P,5800,TEX@KC 06/10/2026 07:40PM ET,TEX,0
RP,Cody Bradford (43256503),Cody Bradford,43256503,P,5800,TEX@KC 06/10/2026 07:40PM ET,TEX,0
RP,Cal Quantrill (43256504),Cal Quantrill,43256504,P,5800,TEX@KC 06/10/2026 07:40PM ET,TEX,5.96
SP,Kumar Rocker (43256505),Kumar Rocker,43256505,P,5800,TEX@KC 06/10/2026 07:40PM ET,TEX,12.12
C,Shea Langeliers (43256089),Shea Langeliers,43256089,C,5700,MIL@ATH 06/10/2026 09:05PM ET,ATH,9.41
RP,Javier Assad (43256511),Javier Assad,43256511,P,5700,CHC@COL 06/10/2026 08:40PM ET,CHC,7.46
RP,Colin Rea (43256512),Colin Rea,43256512,P,5700,CHC@COL 06/10/2026 08:40PM ET,CHC,10.16
SP,Jordan Wicks (43256513),Jordan Wicks,43256513,P,5700,CHC@COL 06/10/2026 08:40PM ET,CHC,-2.38
OF,Mike Trout (43256090),Mike Trout,43256090,OF,5700,HOU@LAA 06/10/2026 09:38PM ET,LAA,8.84
OF,Pete Crow-Armstrong (43256091),Pete Crow-Armstrong,43256091,OF,5600,CHC@COL 06/10/2026 08:40PM ET,CHC,8.42
SP,Ben Kudrna (43256514),Ben Kudrna,43256514,P,5600,TEX@KC 06/10/2026 07:40PM ET,KC,0
SP,Alec Marsh (43256515),Alec Marsh,43256515,P,5600,TEX@KC 06/10/2026 07:40PM ET,KC,0
SP,Steven Zobac (43256516),Steven Zobac,43256516,P,5600,TEX@KC 06/10/2026 07:40PM ET,KC,0
RP,Mitch Spence (43256517),Mitch Spence,43256517,P,5600,TEX@KC 06/10/2026 07:40PM ET,KC,-2.4
RP,Mason Black (43256518),Mason Black,43256518,P,5600,TEX@KC 06/10/2026 07:40PM ET,KC,3.82
RP,Daniel Lynch IV (43256519),Daniel Lynch IV,43256519,P,5600,TEX@KC 06/10/2026 07:40PM ET,KC,3.66
RP,Ryan Bergert (43256520),Ryan Bergert,43256520,P,5600,TEX@KC 06/10/2026 07:40PM ET,KC,0
RP,Luinder Avila (43256521),Luinder Avila,43256521,P,5600,TEX@KC 06/10/2026 07:40PM ET,KC,6.04
SP,Brandon Sproat (43256078),Brandon Sproat,43256078,P,5500,MIL@ATH 06/10/2026 09:05PM ET,MIL,8.84
C,William Contreras (43256092),William Contreras,43256092,C,5500,MIL@ATH 06/10/2026 09:05PM ET,MIL,7.95
RP,Shane Drohan (43256531),Shane Drohan,43256531,P,5500,MIL@ATH 06/10/2026 09:05PM ET,MIL,9.20
SP,Coleman Crow (43256532),Coleman Crow,43256532,P,5500,MIL@ATH 06/10/2026 09:05PM ET,MIL,4.64
SP,Robert Gasser (43256543),Robert Gasser,43256543,P,5500,MIL@ATH 06/10/2026 09:05PM ET,MIL,8.51
SP,Adam Macko (43256533),Adam Macko,43256533,P,5500,PHI@TOR 06/10/2026 07:07PM ET,TOR,3.88
RP,Simeon Woods Richardson (43256534),Simeon Woods Richardson,43256534,P,5500,PHI@TOR 06/10/2026 07:07PM ET,TOR,2.80
RP,Mason Fluharty (43256535),Mason Fluharty,43256535,P,5500,PHI@TOR 06/10/2026 07:07PM ET,TOR,2.77
RP,Spencer Miles (43256536),Spencer Miles,43256536,P,5500,PHI@TOR 06/10/2026 07:07PM ET,TOR,7.21
1B/3B,Miguel Vargas (43256093),Miguel Vargas,43256093,1B/3B,5500,ATL@CWS 06/10/2026 07:40PM ET,CWS,9.77
SP,Drew Thorpe (43256522),Drew Thorpe,43256522,P,5500,ATL@CWS 06/10/2026 07:40PM ET,CWS,0
RP,Mike Vasil (43256523),Mike Vasil,43256523,P,5500,ATL@CWS 06/10/2026 07:40PM ET,CWS,0
RP,Trevor Richards (43256524),Trevor Richards,43256524,P,5500,ATL@CWS 06/10/2026 07:40PM ET,CWS,3.33
RP,Sean Newcomb (43256525),Sean Newcomb,43256525,P,5500,ATL@CWS 06/10/2026 07:40PM ET,CWS,4.42
RP,Grant Taylor (43256526),Grant Taylor,43256526,P,5500,ATL@CWS 06/10/2026 07:40PM ET,CWS,5.86
RP,Joey Wentz (43256527),Joey Wentz,43256527,P,5500,ATL@CWS 06/10/2026 07:40PM ET,ATL,0
RP,Victor Mederos (43256528),Victor Mederos,43256528,P,5500,ATL@CWS 06/10/2026 07:40PM ET,ATL,3.9
RP,Didier Fuentes (43256529),Didier Fuentes,43256529,P,5500,ATL@CWS 06/10/2026 07:40PM ET,ATL,5.69
SP,Carlos Carrasco (43256530),Carlos Carrasco,43256530,P,5500,ATL@CWS 06/10/2026 07:40PM ET,ATL,3.01
SP,Jonathan Cannon (43256544),Jonathan Cannon,43256544,P,5500,ATL@CWS 06/10/2026 07:40PM ET,CWS,-3.8
RP,Osvaldo Bido (43256545),Osvaldo Bido,43256545,P,5500,ATL@CWS 06/10/2026 07:40PM ET,CWS,2.6
SP,Erick Fedde (43256546),Erick Fedde,43256546,P,5500,ATL@CWS 06/10/2026 07:40PM ET,CWS,8.15
RP,Sam Aldegheri (43256537),Sam Aldegheri,43256537,P,5500,HOU@LAA 06/10/2026 09:38PM ET,LAA,7.85
RP,Ryan Johnson (43256538),Ryan Johnson,43256538,P,5500,HOU@LAA 06/10/2026 09:38PM ET,LAA,-3.11
SP,Caden Dana (43256539),Caden Dana,43256539,P,5500,HOU@LAA 06/10/2026 09:38PM ET,LAA,0
SP,George Klassen (43256540),George Klassen,43256540,P,5500,HOU@LAA 06/10/2026 09:38PM ET,LAA,0.15
SP,Jack Kochanowicz (43256541),Jack Kochanowicz,43256541,P,5500,HOU@LAA 06/10/2026 09:38PM ET,LAA,7.26
SP,Chase Silseth (43256542),Chase Silseth,43256542,P,5500,HOU@LAA 06/10/2026 09:38PM ET,LAA,2.71
1B/OF,Jake Bauers (43256095),Jake Bauers,43256095,1B/OF,5400,MIL@ATH 06/10/2026 09:05PM ET,MIL,9.28
C,Hunter Goodman (43256097),Hunter Goodman,43256097,C,5400,CHC@COL 06/10/2026 08:40PM ET,COL,8.87
1B,Bryce Harper (43256098),Bryce Harper,43256098,1B,5300,PHI@TOR 06/10/2026 07:07PM ET,PHI,8.58
1B,Munetaka Murakami (43256289),Munetaka Murakami,43256289,1B,5300,ATL@CWS 06/10/2026 07:40PM ET,CWS,9.74
OF,Jordan Walker (43256099),Jordan Walker,43256099,OF,5300,STL@NYM 06/10/2026 07:10PM ET,STL,10.22
1B,Michael Busch (43256100),Michael Busch,43256100,1B,5200,CHC@COL 06/10/2026 08:40PM ET,CHC,7.47
OF,Seiya Suzuki (43256101),Seiya Suzuki,43256101,OF,5200,CHC@COL 06/10/2026 08:40PM ET,CHC,7.09
OF,Mickey Moniak (43256290),Mickey Moniak,43256290,OF,5200,CHC@COL 06/10/2026 08:40PM ET,COL,8.54
1B,Matt Olson (43256102),Matt Olson,43256102,1B,5100,ATL@CWS 06/10/2026 07:40PM ET,ATL,9.73
2B/SS,Nico Hoerner (43256103),Nico Hoerner,43256103,2B/SS,5100,CHC@COL 06/10/2026 08:40PM ET,CHC,7.53
SS,Trea Turner (43256106),Trea Turner,43256106,SS,5000,PHI@TOR 06/10/2026 07:07PM ET,PHI,7.39
SP,Michael Lorenzen (43256079),Michael Lorenzen,43256079,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,4.19
OF,Ian Happ (43256105),Ian Happ,43256105,OF,5000,CHC@COL 06/10/2026 08:40PM ET,CHC,8.64
SP,Chase Dollander (43256547),Chase Dollander,43256547,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,13.1
RP,Valente Bellozo (43256548),Valente Bellozo,43256548,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,3.73
SP,Antonio Senzatela (43256549),Antonio Senzatela,43256549,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,6.70
RP,Blas Castano (43256550),Blas Castano,43256550,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,5.35
SP,McCade Brown (43256551),McCade Brown,43256551,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,0
SP,Tomoyuki Sugano (43256552),Tomoyuki Sugano,43256552,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,10.75
SP,Ryan Feltner (43256553),Ryan Feltner,43256553,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,10.46
RP,Tanner Gordon (43256554),Tanner Gordon,43256554,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,7.32
RP,Jose Quintana (43256555),Jose Quintana,43256555,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,6.05
SP,Kyle Freeland (43256556),Kyle Freeland,43256556,P,5000,CHC@COL 06/10/2026 08:40PM ET,COL,5.35
OF,Troy Johnston (43256107),Troy Johnston,43256107,OF,4900,CHC@COL 06/10/2026 08:40PM ET,COL,6.71
3B,Alex Bregman (43256108),Alex Bregman,43256108,3B,4900,CHC@COL 06/10/2026 08:40PM ET,CHC,6.5
OF,Garrett Mitchell (43256109),Garrett Mitchell,43256109,OF,4800,MIL@ATH 06/10/2026 09:05PM ET,MIL,7
1B,Andrew Vaughn (43256110),Andrew Vaughn,43256110,1B,4800,MIL@ATH 06/10/2026 09:05PM ET,MIL,7.54
C,Drake Baldwin (43256291),Drake Baldwin,43256291,C,4800,ATL@CWS 06/10/2026 07:40PM ET,ATL,10.15
SS,Zach Neto (43256111),Zach Neto,43256111,SS,4800,HOU@LAA 06/10/2026 09:38PM ET,LAA,9.15
OF,Tyler Soderstrom (43256116),Tyler Soderstrom,43256116,OF,4700,MIL@ATH 06/10/2026 09:05PM ET,ATH,7.67
C,Gary Sanchez (43256117),Gary Sanchez,43256117,C,4700,MIL@ATH 06/10/2026 09:05PM ET,MIL,6.32
2B,Ozzie Albies (43256113),Ozzie Albies,43256113,2B,4700,ATL@CWS 06/10/2026 07:40PM ET,ATL,7.84
3B/SS,Colson Montgomery (43256114),Colson Montgomery,43256114,3B/SS,4700,ATL@CWS 06/10/2026 07:40PM ET,CWS,7.91
1B,TJ Rumfield (43256112),TJ Rumfield,43256112,1B,4700,CHC@COL 06/10/2026 08:40PM ET,COL,6.73
2B,JJ Wetherholt (43256118),JJ Wetherholt,43256118,2B,4600,STL@NYM 06/10/2026 07:10PM ET,STL,8.35
OF,Brent Rooker (43256120),Brent Rooker,43256120,OF,4500,MIL@ATH 06/10/2026 09:05PM ET,ATH,7
1B,Vladimir Guerrero Jr. (43256119),Vladimir Guerrero Jr.,43256119,1B,4500,PHI@TOR 06/10/2026 07:07PM ET,TOR,7.08
3B,Maikel Garcia (43256121),Maikel Garcia,43256121,3B,4500,TEX@KC 06/10/2026 07:40PM ET,KC,6.92
SS,Francisco Lindor (43256292),Francisco Lindor,43256292,SS,4500,STL@NYM 06/10/2026 07:10PM ET,NYM,6.79
2B/3B,Willi Castro (43256123),Willi Castro,43256123,2B/3B,4400,CHC@COL 06/10/2026 08:40PM ET,COL,6.47
SS,Jeremy Pena (43256122),Jeremy Pena,43256122,SS,4400,HOU@LAA 06/10/2026 09:38PM ET,HOU,8.32
OF,Luis Robert Jr. (43256293),Luis Robert Jr.,43256293,OF,4400,STL@NYM 06/10/2026 07:10PM ET,NYM,6.33
3B,Zack Gelof (43256127),Zack Gelof,43256127,3B,4300,MIL@ATH 06/10/2026 09:05PM ET,ATH,7.10
OF,Michael Conforto (43256125),Michael Conforto,43256125,OF,4300,CHC@COL 06/10/2026 08:40PM ET,CHC,4.58
OF,Jake McCarthy (43256128),Jake McCarthy,43256128,OF,4300,CHC@COL 06/10/2026 08:40PM ET,COL,6.98
SS,Corey Seager (43256129),Corey Seager,43256129,SS,4300,TEX@KC 06/10/2026 07:40PM ET,TEX,6.8
